"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
875,"London","Economic Conditions","[DK]","7",7,"Good thing","Female",1939,"[DK]","Suburbs of large town or city","No, do not belong to a denomination",7,"guardian"
876,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Neither","Female",1966,"Middle class","Rural area or village","Church of England",4,"the times"
876,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Neither","Female",1966,"Middle class","Rural area or village","Church of England",4,"sunday telegraph"
876,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Neither","Female",1966,"Middle class","Rural area or village","Church of England",4,"sunday times"
876,"South West","Debt (public debt of a state, a community etc.)","Conservatives","7",5,"Neither","Female",1966,"Middle class","Rural area or village","Church of England",4,"independent on sunday"
877,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Male",1961,"[Refused to be classified]","Suburbs of large town or city","Other",7,"nottingham evening post"
878,"South East","Old People (policies aimed at, treatment)","Liberal Democrats","7",6,"Neither","Male",1978,"Upper middle class","Rural area or village","No, do not belong to a denomination",5,"the times"
878,"South East","Old People (policies aimed at, treatment)","Liberal Democrats","7",6,"Neither","Male",1978,"Upper middle class","Rural area or village","No, do not belong to a denomination",5,"the journal"
878,"South East","Old People (policies aimed at, treatment)","Liberal Democrats","7",6,"Neither","Male",1978,"Upper middle class","Rural area or village","No, do not belong to a denomination",5,"the financial times"
879,"Yorkshire and The Humber","Immigration","Labour","7",1,"Good thing","Female",1964,"Working class","Small or middle-sized town","Roman Catholic",2,"the examiner local paper"
880,"London","Any other topic","Liberal Democrats","7",4,"Good thing","Male",1970,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"the week"
881,"South East","Unemployment","[DK]","7",6,"Good thing","Female",1962,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
882,"South West","Economic Conditions","Conservatives","3",6,"Good thing","Female",1976,"Middle class","Rural area or village","Church of England",4,"sunday times"
883,"East Midlands","Effects of financial crisis on domestic/ EU/ global economy. ","[OTHER (open answer recorded)]","7",5,"Neither","Female",1946,"Middle class","Small or middle-sized town","Church of England",5,"daily mail"
883,"East Midlands","Effects of financial crisis on domestic/ EU/ global economy. ","[OTHER (open answer recorded)]","7",5,"Neither","Female",1946,"Middle class","Small or middle-sized town","Church of England",5,"mail on sunday"
884,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Male",1947,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"sun"
884,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Male",1947,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
884,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Male",1947,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"sunday people"
884,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Male",1947,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"the mirror"
884,"Yorkshire and The Humber","Immigration","Conservatives","7",5,"Bad thing","Male",1947,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"news of the world"
885,"South East","Political Authority: Strong Government, Government Stability","[NONE]","3",6,"Good thing","Male",1966,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",3,"metro"
886,"East of England","Economic Conditions","Conservatives","7",6,"Neither","Male",1945,"Middle class","Rural area or village","No, do not belong to a denomination",4,"daily mail"
886,"East of England","Economic Conditions","Conservatives","7",6,"Neither","Male",1945,"Middle class","Rural area or village","No, do not belong to a denomination",4,"eastern daily press"
886,"East of England","Economic Conditions","Conservatives","7",6,"Neither","Male",1945,"Middle class","Rural area or village","No, do not belong to a denomination",4,"mail on sunday"
887,"North East","Government intervention/control over the economy (prices , wages rents)","Conservatives","7",7,"Bad thing","Male",1974,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
888,"Yorkshire and The Humber","Immigration","British National Party (BNP)","4",8,"Bad thing","Female",1990,"Working class","Small or middle-sized town","Church of England",4,"sun"
888,"Yorkshire and The Humber","Immigration","British National Party (BNP)","4",8,"Bad thing","Female",1990,"Working class","Small or middle-sized town","Church of England",4,"the times"
889,"London","Immigration","British National Party (BNP)","7",0,"Bad thing","Female",1957,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",3,"Don't read newspapers"
890,"Yorkshire and The Humber","Immigration","Conservatives","6",88,"Neither","Male",1964,"Middle class","Rural area or village","No, do not belong to a denomination",6,"Don't read newspapers"
891,"Wales","Climate Change","Plaid Cymru","7",5,"Good thing","Male",1967,"Middle class","Large town or city","Church of England",4,"guardian"
891,"Wales","Climate Change","Plaid Cymru","7",5,"Good thing","Male",1967,"Middle class","Large town or city","Church of England",4,"western mail"
892,"Scotland","Economic Conditions","Scottish National Party","7",4,"Neither","Male",1957,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"press and jounal"
893,"Scotland","Social Justice","Labour","7",3,"Neither","Female",1970,"Lower middle class","Small or middle-sized town","Protestant",5,"the herold"
894,"Scotland","National Agricultural policy","Conservatives","7",0,"Good thing","Female",1946,"Working class","Large town or city","No, do not belong to a denomination",7,"daily telegraph"
894,"Scotland","National Agricultural policy","Conservatives","7",0,"Good thing","Female",1946,"Working class","Large town or city","No, do not belong to a denomination",7,"press and general"
895,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",3,"Bad thing","Male",1929,"Working class","Rural area or village","Church of England",2,"daily telegraph"
895,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",3,"Bad thing","Male",1929,"Working class","Rural area or village","Church of England",2,"daily mail"
895,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",3,"Bad thing","Male",1929,"Working class","Rural area or village","Church of England",2,"local newspaper, west britain (health and packet)"
896,"South West","Economic Conditions","Conservatives","7",10,"Neither","Male",1967,"Working class","Rural area or village","Protestant",4,"sun"
897,"North West","Immigration","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1989,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"sun"
897,"North West","Immigration","UK Independence Party (UKIP)","7",5,"Bad thing","Female",1989,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"manchester evening news"
898,"South West","Bankruptcy of business, companies, banks (specifically)","UK Independence Party (UKIP)","7",8,"Bad thing","Female",1929,"Upper middle class","Rural area or village","Other",7,"daily telegraph"
898,"South West","Bankruptcy of business, companies, banks (specifically)","UK Independence Party (UKIP)","7",8,"Bad thing","Female",1929,"Upper middle class","Rural area or village","Other",7,"daily mail"
898,"South West","Bankruptcy of business, companies, banks (specifically)","UK Independence Party (UKIP)","7",8,"Bad thing","Female",1929,"Upper middle class","Rural area or village","Other",7,"mail on sunday"
899,"South East","Single Market/Common market","Conservatives","4",8,"Bad thing","Male",1960,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
899,"South East","Single Market/Common market","Conservatives","4",8,"Bad thing","Male",1960,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily express"
900,"Yorkshire and The Humber","Any other topic","[DK]","7",8,"Bad thing","Female",1946,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
901,"West Midlands","Economic Conditions","Conservatives","7",7,"Bad thing","Male",1980,"Lower middle class","Rural area or village","No, do not belong to a denomination",3,"Don't read newspapers"
902,"West Midlands","Unemployment","Liberal Democrats","7",88,"Neither","Female",1965,"Middle class","Rural area or village","Church of England",3,"Don't read newspapers"
903,"East Midlands","Productivity (references to economic growth, the need to increase/facilitate production)","Liberal Democrats","7",5,"Bad thing","Male",1952,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
903,"East Midlands","Productivity (references to economic growth, the need to increase/facilitate production)","Liberal Democrats","7",5,"Bad thing","Male",1952,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the mirror"
904,"South East","Immigration","British National Party (BNP)","5",88,"Neither","Female",1963,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
